cue,R1,R1.Strength
person,love,0.0102040816326531
result,effort,0.0101010101010101
morning,dawn,0.0606060606060606
state,of being,0.0101010101010101
mother,son,0.02
time,out,0.0303030303030303
kind,like,0.03
thing,many,0.0102040816326531
student,master,0.01
fact,rich,0.0102040816326531
company,you keep,0.01
year,one,0.03
hand,washing,0.01
life,alive,0.0206185567010309
place,holder,0.0102040816326531
lot,property,0.02
member,associate,0.02
system,failure,0.0303030303030303
story,lines,0.01
issue,standard,0.01
power,ranger,0.01
family,mum,0.03
line,fish,0.01
health,doctor,0.05
history,making,0.01
work,keep,0.0101010101010101
water,refreshing,0.0101010101010101
reason,argue,0.01
research,development,0.04
area,fifty-four,0.0101010101010101
side,top,0.0103092783505155
war,blood,0.05
state,nanny,0.0101010101010101
water,ice,0.0303030303030303
woman,fair,0.01
system,oppression,0.0101010101010101
number,lots,0.0202020202020202
end,coda,0.01
word,phrase,0.0309278350515464
party,favors,0.01
air,clean,0.01
level,sea,0.01
area,measurement,0.0202020202020202
house,shelter,0.02
side,ways,0.0721649484536082
issue,subject,0.03
year,days,0.03
result,science,0.0101010101010101
power,step,0.01
thing,the,0.0204081632653061
student,male,0.01
group,insurance,0.01
way,up top,0.01
face,makeup,0.01
morning,glory,0.0101010101010101
book,library,0.02
car,race,0.02
service,servitude,0.01
life,42,0.0103092783505155
health,medicine,0.01
eye,ears,0.01
job,hunting,0.0102040816326531
line,drawing,0.03
story,words,0.01
child,care,0.01
body,arm,0.01
question,bad,0.0101010101010101
team,Edward,0.01
research,chemistry,0.01
place,filled,0.0102040816326531
room,one's own,0.0101010101010101
art,deco,0.01
history,her-story,0.02
name,call,0.0204081632653061
force,Star Wars,0.0505050505050505
war,guns,0.01
back,stroke,0.0101010101010101
level,on the,0.01
art,tart,0.01
community,association,0.02
day,sun,0.04
girl,dress,0.01
result,culmination,0.0101010101010101
health,mine,0.01
service,tax,0.01
party,lampshade,0.01
thing,other,0.0102040816326531
morning,morn,0.0101010101010101
lot,amount,0.03
year,Tory,0.01
hand,over,0.02
house,mouse,0.01
world,oyster,0.01
member,audience,0.01
side,flank,0.0206185567010309
woman,strong,0.02
face,dial,0.01
study,read,0.04
body,form,0.01
kind,amiable,0.01
end,last,0.02
city,center,0.01
research,lookup,0.01
student,studying,0.02
mother,guide,0.01
car,engine,0.02
law,statute,0.0303030303030303
line,draw,0.05
point,pointless,0.01
state,American state,0.0101010101010101
power,grid,0.01
part,ways,0.0202020202020202
family,problems,0.01
parent,root,0.01
group,setting,0.01
moment,shed,0.01
money,dough,0.01
war,gun,0.02
word,read,0.0103092783505155
fact,factoid,0.0204081632653061
point,of view,0.01
face,to face,0.01
party,shindig,0.02
country,England,0.02
game,ball,0.01
art,modern,0.02
story,correct,0.01
case,tick,0.01
way,route,0.08
name,tune,0.0102040816326531
moment,next,0.01
body,hands,0.01
book,paper,0.02
line,underscore,0.01
mother,daughter,0.02
company,stocks,0.01
side,besides,0.0103092783505155
back,shoulder,0.0101010101010101
state,quo,0.0101010101010101
state,situation,0.0101010101010101
family,kin,0.02
person,brother,0.0102040816326531
student,learning,0.04
line,play,0.01
child,welfare,0.02
lot,okay,0.01
system,administrator,0.0101010101010101
party,booze,0.01
research,learn,0.02
change,I Ching,0.01
girl,fancy,0.01
game,green,0.01
kid,Billy,0.0202020202020202
member,form,0.01
head,strong,0.0306122448979592
room,rent,0.0202020202020202
head,me,0.0102040816326531
part,split,0.0101010101010101
year,leap year,0.01
friend,call,0.01
face,plant,0.02
group,together,0.03
community,potluck,0.01
number,anesthesia,0.0101010101010101
issue,without,0.01
face,ache,0.01
hand,maiden,0.01
guy,rope,0.01
case,explanation,0.01
person,impersonal,0.0102040816326531
book,good,0.01
money,hungry,0.01
book,worm,0.02
money,wallet,0.01
name,Michael,0.0102040816326531
point,decimal,0.01
change,make new,0.01
hand,held,0.01
job,helper,0.0102040816326531
moment,precious,0.01
number,maths,0.0101010101010101
night,sky,0.02
business,capitalist,0.01
business,boring,0.01
time,prompt,0.0101010101010101
community,land,0.01
community,police,0.01
health,sickness,0.03
room,bedroom,0.0404040404040404
woman,skirt,0.01
service,waiter,0.02
minute,minuscule,0.01
problem,Quandary,0.0101010101010101
issue,theme,0.01
people,people person,0.01
week,weekly,0.01
idea,inspiration,0.0101010101010101
side,left,0.0412371134020619
result,,
back,truthful,0.0101010101010101
war,crime,0.01
idea,unique,0.0101010101010101
area,vicinity,0.0202020202020202
body,crowd,0.01
line,dancing,0.01
place,position,0.0204081632653061
member,credit union,0.01
home,improvement,0.01
fact,Trey,0.0102040816326531
force,wham,0.0101010101010101
car,insurance,0.01
time,passes,0.0202020202020202
eye,tooth,0.02
power,big,0.01
word,verb,0.0412371134020619
game,grass,0.01
water,chocolate,0.0101010101010101
home,window,0.01
lot,acre,0.03
life,breath,0.0103092783505155
face,mask,0.02
study,cram,0.02
morning,after,0.0404040404040404
reason,mind,0.03
team,up,0.01
result,oriented,0.0202020202020202
service,waitress,0.01
force,gravity,0.0202020202020202
research,lab,0.01
system,analyst,0.0101010101010101
thing,that,0.0102040816326531
number,3,0.0202020202020202
year,yearly,0.01
party,rock,0.01
law,contract,0.0101010101010101
head,lead,0.0408163265306122
end,event,0.01
way,go,0.02
company,association,0.01
art,picture,0.06
art,paintings,0.01
state,of mind,0.0202020202020202
people,crowd,0.05
person,individual,0.0714285714285714
state,digital switch,0.0101010101010101
history,era,0.01
level,a-level,0.01
problem,discussion,0.0101010101010101
life,energy,0.0103092783505155
group,identity,0.01
money,none,0.01
lot,very,0.01
work,,
body,evidence,0.03
moment,quick,0.02
fact,info,0.0102040816326531
end,fin,0.01
office,closed,0.01
kind,good,0.02
face,expression,0.03
office,TV,0.01
home,is where the heart is,0.01
city,guilt,0.01
door,floor,0.01
morning,get up,0.0101010101010101
eye,beautiful,0.01
car,walk,0.01
case,beer,0.01
number,numerals,0.0101010101010101
man,love,0.0101010101010101
person,independent,0.0102040816326531
job,occupation,0.0204081632653061
place,over,0.0102040816326531
person,hello,0.0102040816326531
community,spirit,0.02
system,equation,0.0101010101010101
business,class,0.02
business,as usual,0.01
issue,topic,0.05
member,forum,0.01
people,an anime show,0.01
week,weak,0.02
life,live,0.0206185567010309
child,cry,0.01
water,fluid,0.0303030303030303
power,electricity,0.07
history,parody,0.01
body,lithe,0.01
lot,batch,0.01
case,load,0.01
room,living dining,0.0101010101010101
level,black belt,0.01
morning,dawning,0.0101010101010101
result,outcome,0.0909090909090909
member,involved,0.01
thing,a-me-bob,0.0102040816326531
research,PhD,0.01
kind,heart,0.02
kid,boy,0.0303030303030303
friend,Sara,0.01
head,think,0.0102040816326531
fact,,
point,indicate,0.03
art,visual,0.01
minute,watch,0.01
family,and friends,0.01
car,round,0.01
job,Bible,0.0102040816326531
water,drinkable,0.0101010101010101
day,period,0.01
problem,thorny,0.0101010101010101
level,ground,0.01
thing,vague,0.0102040816326531
friend,highway,0.01
power,bar,0.01
money,bill,0.01
line,fine,0.01
kid,you not,0.0101010101010101
hour,clock,0.0101010101010101
book,nook,0.01
face,towards,0.02
city,sophisticated,0.01
reason,sanity,0.04
lot,yard,0.03
head,butt,0.0204081632653061
student,read,0.01
area,acre,0.0202020202020202
head,poll,0.0102040816326531
area,,
party,gathering,0.03
night,nocturnal,0.01
person,me,0.0204081632653061
company,friendship,0.01
force,obligation,0.0101010101010101
force,anger,0.0101010101010101
party,drinks,0.01
force,mass,0.0202020202020202
lot,more,0.01
force,freeze,0.0101010101010101
part,music,0.0101010101010101
group,combine,0.01
group,clique,0.02
way,no way,0.03
man,bloke,0.0101010101010101
research,triangle,0.01
research,look up,0.02
car,wash,0.02
hand,limb,0.01
right,grabbing,0.01
morning,AM,0.0101010101010101
year,born,0.01
game,contest,0.02
life,vitality,0.0412371134020619
number,count,0.0909090909090909
air,atmosphere,0.06
life,,
state,declare,0.0101010101010101
business,shop,0.01
room,divider,0.0202020202020202
time,age,0.0101010101010101
guy,honcho,0.01
city,buildings,0.01
guy,America,0.01
people,folks,0.02
thing,something,0.0306122448979592
face,up to,0.02
word,spell,0.0103092783505155
health,wholeness,0.01
people,folk,0.03
day,rehabilitation,0.01
school,mar,0.01
name,age,0.0102040816326531
name,identity,0.0204081632653061
health,wel-being,0.01
problem,inquire,0.0101010101010101
face,countenance,0.01
back,rear,0.0202020202020202
back,return,0.0202020202020202
family,siblings,0.01
history,medical,0.01
power,yield,0.01
family,relatives,0.04
art,museum,0.03
end,stop,0.07
system,operations,0.0202020202020202
friend,buddy,0.09
family,kids,0.02
problem,opportunity,0.0101010101010101
problem,answer,0.0101010101010101
water,thirsty,0.0202020202020202
side,vertical,0.0103092783505155
system,connected whole,0.0101010101010101
water,milk,0.0101010101010101
family,mom,0.04
face,front,0.03
art,craft,0.05
face,look,0.02
world,after ten,0.01
face,save,0.01
water,table,0.0101010101010101
art,culture,0.01
system,network,0.0202020202020202
team,together,0.03
water,cooler,0.0101010101010101
team,unity,0.01
water,hydrogen oxide,0.0101010101010101
study,experiment,0.01
side,along,0.0103092783505155
war,foolish,0.01
study,exam,0.01
study,examine,0.01
work,weary,0.0101010101010101
law,lawyers,0.0101010101010101
car,wheels,0.02
story,fairytale,0.02
word,meaning,0.0206185567010309
room,spacious,0.0101010101010101
time,was,0.0101010101010101
company,gregarious,0.01
mother,loving,0.03
place,card,0.0102040816326531
body,language,0.04
mother,embrace,0.01
service,station,0.04
air,fair,0.01
hand,tool,0.02
father,Pappas,0.01
book,store,0.02
person,human being,0.0102040816326531
case,briefcase,0.02
air,tight,0.01
result,success,0.0101010101010101
community,hand in hand,0.01
country,homeland,0.01
country,upset,0.01
book,reader,0.01
morning,light,0.0101010101010101
party,Thames,0.01
country,geography,0.01
party,noisy,0.01
party,guest,0.01
country,mine,0.01
party,event,0.01
country,town,0.01
country,US,0.02
door,opening,0.06
end,done,0.01
body,corpus,0.06
child,psychology,0.01
case,sensitive,0.02
word,turd,0.0103092783505155
head,toe,0.0306122448979592
school,ties,0.01
state,say,0.0808080808080808
time,fast,0.0101010101010101
law,necessary,0.0101010101010101
area,site,0.0101010101010101
place,site,0.0408163265306122
game,football,0.04
woman,me,0.02
home,warm,0.01
student,university,0.02
year,ad,0.01
woman,lady,0.05
business,enterprise,0.06
war,fight,0.07
head,skull,0.0102040816326531
issue,handkerchief,0.01
car,Ford,0.01
room,empty,0.0202020202020202
game,thrones,0.01
thing,phrase,0.0102040816326531
issue,children,0.04
war,conflict,0.04
line,on,0.01
city,NYC,0.01
lot,haunted home,0.01
line,horizontal,0.01
thing,sure,0.0102040816326531
line,dance,0.02
line,inside,0.01
reason,mediate,0.01
line,ball,0.01
line,a to b,0.01
friend,gotta have,0.01
line,washing,0.01
level,carpenter's level,0.01
morning,coffee,0.0202020202020202
member,only,0.02
life,exist,0.0103092783505155
man,he,0.0101010101010101
change,hope,0.01
house,cat,0.01
force,wind,0.0101010101010101
minute,one,0.02
group,gathering,0.02
year,seasons,0.01
point,shoot,0.05
house,big,0.01
community,college,0.01
community,hospital,0.01
community,houses,0.01
name,Susan,0.0102040816326531
kid,you,0.0101010101010101
company,organization,0.02
right,reecho,0.01
body,whose,0.01
name,say,0.0102040816326531
job,task,0.0510204081632653
history,years,0.01
business,cubicles,0.01
car,tires,0.01
power,play,0.01
power,walk,0.01
moment,music,0.01
power,squadron,0.01
team,football,0.03
force,compel,0.0101010101010101
people,carrier,0.01
money,bags,0.01
end,death,0.02
fact,Indisputable,0.0102040816326531
word,text,0.0103092783505155
group,meeting,0.02
force,impact,0.0101010101010101
people,masses,0.01
story,fable,0.02
car,gm,0.01
part,separate,0.0404040404040404
word,basic unit,0.0103092783505155
team,Steve,0.01
people,are strange,0.01
health,plan,0.01
business,none,0.01
part,particle,0.0101010101010101
hand,arthritis,0.01
number,ten,0.0101010101010101
air,fire,0.01
money,loot,0.01
state,rights,0.0101010101010101
group,ensemble,0.01
game,lose,0.01
service,duty,0.01
car,motor,0.01
state,of war,0.0101010101010101
state,hood,0.0101010101010101
state,of,0.0101010101010101
hand,heart,0.01
service,dog,0.01
work,toil,0.0202020202020202
case,box,0.07
girl,lass,0.02
art,letters,0.01
room,key,0.0101010101010101
member,Groucho,0.01
system,complex,0.0202020202020202
person,janis,0.0102040816326531
father,son,0.04
friend,Acquaintance,0.01
friend,enemy,0.13
life,viable,0.0103092783505155
year,date,0.04
world,global,0.02
work,achieve,0.0101010101010101
week,paper,0.01
home,base,0.01
friend,amigo,0.01
world,sphere,0.02
area,territory,0.0101010101010101
minute,short,0.01
family,gathering,0.01
name,christen,0.0102040816326531
door,passage,0.01
life,great,0.0103092783505155
area,code,0.0101010101010101
student,learn,0.05
idea,,
family,dog,0.01
door,portal,0.03
month,April,0.01
minute,just a,0.01
minute,minder,0.01
month,of days,0.01
eye,watch,0.01
family,values,0.03
minute,maid,0.01
eye,vision,0.03
eye,I,0.01
eye,optical,0.02
lot,pound,0.01
money,talks,0.01
member,cast,0.01
side,salad,0.0103092783505155
day,calendar,0.01
eye,Oculus,0.01
eye,brow,0.01
law,federal,0.0101010101010101
morning,up,0.0101010101010101
case,violin,0.01
issue,newspaper,0.03
morning,sunrise,0.0303030303030303
member,vote,0.01
child,adult,0.03
member,esteemed organ,0.01
member,part of,0.01
lot,chance,0.01
game,pegs,0.01
health,ill,0.01
result,effect,0.0101010101010101
level,2,0.01
water,ho,0.0101010101010101
story,fiction,0.01
head,brain,0.0510204081632653
house,proud,0.01
head,shot,0.0102040816326531
head,hands,0.0102040816326531
head,first,0.0102040816326531
head,heart,0.0102040816326531
result,conclusion,0.0202020202020202
head,lice,0.0102040816326531
mother,Teresa,0.01
mother,warm,0.01
business,acumen,0.02
result,ends,0.0101010101010101
issue,stance,0.01
problem,worry,0.0202020202020202
research,white coat,0.01
business,courses,0.01
power,addict,0.01
name,first,0.0204081632653061
community,local,0.01
power,Superman,0.01
thing,penis,0.0204081632653061
life,unique,0.0103092783505155
issue,copy,0.01
place,fire,0.0102040816326531
name,no,0.0102040816326531
word,expression,0.0103092783505155
system,systemic,0.0101010101010101
issue,heir,0.01
issue,journal,0.01
point,out,0.02
force,strength,0.0404040404040404
number,many,0.0101010101010101
man,hood,0.0101010101010101
group,order,0.01
number,five,0.0202020202020202
work,career,0.0101010101010101
side,measurement,0.0103092783505155
level,a level,0.01
work,aggravation,0.0101010101010101
home,away from home,0.01
home,apartment,0.01
change,small coins,0.01
guy,dad,0.01
part,theater,0.0101010101010101
service,giving,0.01
child,little,0.02
law,prohibition,0.0101010101010101
war,awful,0.01
case,holder,0.03
friend,cowboy,0.01
level,video game,0.02
job,jobless,0.0102040816326531
way,street or route,0.01
guy,wire,0.01
company,army,0.01
health,Medicare,0.01
team,builder,0.01
end,terminus,0.01
back,returned,0.0101010101010101
way,method,0.04
case,valise,0.02
time,ages,0.0101010101010101
company,companions,0.01
father,daddy,0.01
company,consolidated,0.01
company,calling,0.01
way,manner,0.01
change,Obama,0.02
change,pocket,0.02
parent,nurture,0.01
city,metropolis,0.01
change,grow,0.02
change,move,0.01
time,now,0.0202020202020202
end,now,0.01
change,align,0.01
father,firm,0.01
city,many people,0.01
parent,discipline,0.01
father,mine,0.01
change,for the better,0.01
kid,aliyah,0.0101010101010101
city,Manhattan,0.01
city,Toronto,0.01
city,sky scrapers,0.01
system,decimal,0.0101010101010101
place,plane,0.0102040816326531
area,field,0.0202020202020202
air,travel,0.01
system,down,0.0303030303030303
art,form,0.03
right,OK,0.02
year,season,0.01
face,lovely,0.01
point,taken,0.01
lot,plot,0.02
student,pupil,0.06
man,trap,0.0101010101010101
number,amount,0.0202020202020202
art,aesthetics,0.01
game,hunting,0.01
fact,occurrence,0.0102040816326531
kind,caring,0.01
right,good,0.01
number,statistic,0.0101010101010101
body,wash,0.01
money,dollars,0.05
fact,item,0.0204081632653061
year,annum,0.03
morning,dew,0.0303030303030303
money,enough,0.01
money,lucre,0.02
thing,,
service,smile,0.02
service,care,0.02
service,with a smile,0.01
thing,each,0.0102040816326531
thing,gadget,0.0102040816326531
thing,hair,0.0102040816326531
night,darkness,0.02
area,sector,0.0101010101010101
room,enough,0.0101010101010101
community,center,0.03
area,rural,0.0101010101010101
country,south,0.01
room,chamber,0.0101010101010101
school,bus,0.03
school,answer,0.01
group,support,0.01
group,association,0.05
student,one who is taught,0.01
lot,for,0.01
area,circle,0.0101010101010101
business,good,0.01
area,grass,0.0101010101010101
power,vice,0.01
job,position,0.0204081632653061
business,exercise,0.01
power,and she,0.01
hand,feed,0.01
name,moniker,0.0612244897959184
hand,play,0.01
business,model,0.02
job,fulfill,0.0102040816326531
health,welfare,0.01
business,duty,0.01
country,open,0.01
name,label,0.0102040816326531
business,activity,0.01
job,boring,0.0102040816326531
force,hard,0.0101010101010101
group,several,0.01
day,24 hours,0.03
state,proclaim,0.0101010101010101
way,forward,0.02
force,military,0.0202020202020202
force,scary,0.0101010101010101
day,sunrise,0.01
party,popper,0.04
force,be with you,0.0101010101010101
office,workplace,0.03
person,of interest,0.0204081632653061
team,I,0.01
child,napper,0.01
question,why,0.0303030303030303
air,heart,0.01
person,entity,0.0204081632653061
man,attend,0.0101010101010101
team,association,0.01
system,route,0.0101010101010101
day,daylight,0.01
person,personage,0.0102040816326531
case,worker,0.02
case,jury,0.01
question,interrogate,0.0101010101010101
case,detective,0.01
question,argue,0.0101010101010101
day,Sunday,0.01
child,tot,0.03
case,survey,0.01
idea,big,0.0202020202020202
case,ligature,0.01
system,half,0.0101010101010101
system,digestive,0.0101010101010101
system,library,0.0101010101010101
idea,brilliant,0.0202020202020202
system,dos,0.0101010101010101
water,well,0.0101010101010101
girl,makeup,0.01
law,breaker,0.0101010101010101
research,paper,0.06
moment,capture,0.01
number,quantity,0.0505050505050505
girl,lady,0.03
member,limb,0.01
car,speed,0.01
water,moisten,0.0101010101010101
water,clean,0.0101010101010101
member,automobile,0.01
issue,fight,0.01
problem,avoiding,0.0101010101010101
issue,take,0.01
war,evil,0.01
water,eau,0.0202020202020202
issue,born,0.01
number,runner,0.0101010101010101
water,land,0.0101010101010101
water,earth,0.0101010101010101
war,chaos,0.01
war,torture,0.01
work,effort,0.0101010101010101
problem,stuck,0.0101010101010101
part,leave,0.0202020202020202
problem,equation,0.0101010101010101
part,engine,0.0101010101010101
part,actor,0.0101010101010101
problem,situation,0.0202020202020202
community,gathering,0.01
home,healthy,0.01
home,comforts,0.02
level,degree,0.02
life,existence,0.0206185567010309
point,view,0.02
group,collaborate,0.01
book,club,0.01
lot,vacant lot,0.01
community,friendship,0.01
lot,fate,0.01
back,support,0.0101010101010101
group,games,0.01
community,environment,0.01
group,herd,0.02
people,hate,0.01
back,throat,0.0101010101010101
word,langauga,0.0103092783505155
word,thought,0.0103092783505155
word,process,0.0103092783505155
right,mister,0.01
right,often,0.01
right,relevant,0.01
right,rightist,0.01
right,direction,0.02
right,away,0.01
month,about 30 days,0.01
company,guest,0.03
face,confront,0.04
law,jury,0.0101010101010101
office,max,0.01
life,after,0.0103092783505155
game,toy,0.02
reason,thinking,0.03
law,judge,0.0202020202020202
office,assistant,0.01
law,restrictions,0.0101010101010101
month,long,0.01
life,green,0.0103092783505155
way,to,0.02
office,yet,0.01
minute,short time,0.01
way,Appian,0.01
side,alternate,0.0103092783505155
student,neophyte,0.01
room,living,0.0404040404040404
friend,Ellen,0.01
team,solidarity,0.01
force,effort,0.0101010101010101
hand,palm,0.01
hand,manual dexterity,0.01
power,ability,0.01
side,burn,0.0103092783505155
side,be,0.0103092783505155
study,boring,0.01
force,Maure,0.0101010101010101
time,,
night,good,0.02
history,professor,0.01
name,Facebook,0.0102040816326531
study,long,0.01
power,struggle,0.01
power,might,0.06
history,old,0.01
story,bedtime,0.02
history,wisdom,0.01
force,energy,0.0101010101010101
party,political,0.02
country,tis of the,0.01
state,aver,0.0101010101010101
place,spot,0.0306122448979592
moment,short,0.01
air,aircraft,0.01
air,fresh,0.01
fact,datum,0.0204081632653061
end,that's all folks,0.01
state,exclaim,0.0101010101010101
point,algebra,0.01
student,undergraduate,0.01
door,opening hinge enter,0.01
job,dog,0.0102040816326531
face,map,0.01
end,more,0.01
point,direction,0.02
fact,science,0.0102040816326531
book,thought,0.01
job,market,0.0102040816326531
door,jamb,0.01
job,seeker,0.0102040816326531
fact,matter,0.0204081632653061
book,enroll,0.01
fact,false,0.0102040816326531
job,well done,0.0102040816326531
book,binder,0.01
door,jam,0.03
face,rock,0.01
fact,actual,0.0102040816326531
face,me,0.01
face,ahead,0.01
door,front,0.02
hour,60 minutes,0.0303030303030303
change,convert,0.01
child,middle,0.01
art,Link letter,0.01
child,young person,0.02
father,hate,0.01
back,reverse,0.0202020202020202
lot,salt,0.03
money,launder,0.01
level,plumb,0.03
father,respect,0.01
line,manager,0.01
line,delineation,0.01
area,around,0.0202020202020202
child,less,0.01
man,dad,0.0101010101010101
body,mine,0.01
level,spirit,0.02
research,laboratory,0.01
line,dotted,0.03
change,wrong,0.01
man,homo,0.0101010101010101
man,adult male,0.0101010101010101
child,toddler,0.01
line,mark,0.01
family,flock,0.01
research,data,0.01
research,explore,0.01
lot,sale,0.01
research,find,0.02
lot,parking,0.05
reason,justification,0.01
country,political domain,0.01
group,think,0.02
school,smart,0.01
name,"rank, serial number",0.0102040816326531
kid,son,0.0101010101010101
school,Ecole,0.01
member,set,0.01
issue,item,0.02
friend,Romans,0.01
people,populate,0.01
country,landscape,0.01
body,anatomy,0.01
room,apartment,0.0101010101010101
group,plain,0.01
end,fine,0.01
friend,for life,0.01
guy,sexist,0.01
end,limit,0.01
group,scouts,0.01
study,paper,0.01
group,field,0.01
friend,ami,0.01
study,break,0.03
week,fifty-two,0.01
study,investigate,0.01
week,period,0.02
student,loan,0.01
number,seven,0.0101010101010101
hand,poker,0.01
week,bi,0.01
number,item,0.0101010101010101
area,square feet,0.0101010101010101
hand,signals,0.01
number,digits,0.0101010101010101
number,several,0.0101010101010101
number,7,0.0101010101010101
kind,daughter,0.01
state,border,0.0101010101010101
moment,please,0.01
state,New Jersey,0.0101010101010101
state,the obvious,0.0101010101010101
state,verbalize,0.0101010101010101
moment,hesitation,0.01
kind,wife,0.01
state,assert,0.0101010101010101
mother,crazy,0.01
force,Newton,0.0101010101010101
home,price,0.01
office,typewriter,0.01
health,blood,0.01
country,pasture,0.01
power,glory,0.02
force,aggression,0.0101010101010101
side,agree,0.0103092783505155
year,birth,0.02
question,learn,0.0101010101010101
service,long,0.01
family,brothers,0.01
country,bumpkin,0.01
family,dynamic,0.01
side,aside,0.0103092783505155
side,saddle,0.0103092783505155
side,preference,0.0103092783505155
side,edge,0.0412371134020619
time,up,0.0101010101010101
side,by side,0.0103092783505155
team,working together,0.01
team,mate,0.02
side,by,0.0309278350515464
side,adjacent,0.0103092783505155
team,associated grouping,0.01
time,in a bottle,0.0202020202020202
team,soccer,0.01
team,leader,0.02
team,comrade,0.01
side,near,0.0103092783505155
side,wise,0.0103092783505155
team,titer,0.01
result,marks,0.0101010101010101
student,desk,0.01
company,firm,0.03
kid,children,0.0101010101010101
business,auspicious,0.01
school,days,0.06
school,uniform,0.01
school,building,0.04
area,subject,0.0101010101010101
business,contact,0.01
company,CEO,0.01
house,cozy,0.01
area,volume,0.0101010101010101
law,professor,0.0101010101010101
history,books,0.03
point,geometry,0.01
business,plan,0.03
business,today,0.01
art,beautiful,0.01
law,judicial,0.0101010101010101
money,bills,0.01
life,matters,0.0103092783505155
hour,24,0.0101010101010101
member,finger,0.01
point,pixel,0.01
member,minder,0.01
point,compass,0.01
place,,
art,artist,0.01
money,root of evil,0.01
body,and mind,0.01
body,naked,0.01
point,counter,0.01
member,joiner,0.01
point,my,0.01
member,organ,0.01
history,tale,0.01
body,female,0.01
body,corpse,0.02
life,cherries,0.0103092783505155
member,subscribe,0.01
money,currency,0.05
place,go,0.0102040816326531
money,value,0.01
level,height,0.02
money,grubber,0.01
work,passion,0.0101010101010101
money,corruption,0.01
money,moult,0.01
party,happy times,0.01
minute,little,0.02
day,daytime,0.01
month,nothing,0.01
work,slave,0.0101010101010101
party,beer,0.01
person,God,0.0102040816326531
month,menstruation,0.01
people,crowds,0.03
reason,free will,0.01
level,high,0.05
person,hood,0.0204081632653061
idea,Ikea,0.0101010101010101
woman,"mary, mother of Jesus",0.01
service,please,0.01
family,nuclear,0.01
name,designate,0.0102040816326531
story,tell,0.02
result,ending,0.0202020202020202
name,noun,0.0102040816326531
year,to-date,0.01
room,doom,0.0101010101010101
kid,little,0.0101010101010101
way,where,0.01
issue,proclaim,0.01
service,center,0.03
service,church,0.03
word,deed,0.0103092783505155
lot,playground,0.01
war,games,0.01
war,horrid,0.01
war,and peace,0.01
war,invasion,0.01
art,gallery,0.01
reason,figure,0.01
home,hacienda,0.01
man,hole,0.0101010101010101
back,hair,0.0101010101010101
company,store,0.02
area,locality,0.0101010101010101
house,residence,0.01
company,b,0.01
company,threes,0.01
house,domicile,0.01
home,plate,0.01
force,against,0.0101010101010101
car,transport,0.03
child,little person,0.01
girl,young woman,0.01
minute,60 seconds,0.04
number,counting,0.0202020202020202
way,my,0.01
law,stern,0.0101010101010101
line,phone,0.02
morning,broken,0.0101010101010101
community,theater,0.01
room,bath,0.0202020202020202
way,how,0.01
water,whale,0.0101010101010101
girl,young,0.02
kind,friendly,0.03
country,serene,0.01
country,us,0.02
issue,come forth,0.01
head,thoughts,0.0102040816326531
woman,birth,0.01
case,court,0.01
power,mighty,0.01
story,county,0.01
business,busy,0.01
state,Alabama,0.0101010101010101
party,blowout,0.01
student,exam,0.01
people,Homo Sapiens,0.01
year,1976,0.01
result,what,0.0101010101010101
air,get rid of,0.01
mother,dead,0.01
family,ties,0.02
system,working together,0.0101010101010101
family,emotion,0.01
health,feels well,0.01
idea,random,0.0101010101010101
people,vote,0.01
party,affiliation,0.01
result,election,0.0101010101010101
party,Christmas,0.01
office,boredom,0.01
office,apparel,0.01
group,project,0.01
case,instance,0.02
business,chance,0.01
family,relations,0.01
father,patriarch,0.01
group,some,0.01
father,authority,0.01
name,appellation,0.0102040816326531
guy,bro,0.02
game,fish,0.01
guy,incognito,0.01
room,mate,0.0202020202020202
guy,doll,0.02
home,again,0.01
man,mensch,0.0101010101010101
child,human,0.01
way,ward,0.01
end,terminal,0.01
community,friends,0.02
state,Washington,0.0202020202020202
home,love,0.01
name,recognition,0.0102040816326531
game,basketball,0.01
home,abode,0.01
business,affairs,0.01
area,width,0.0101010101010101
hand,digits,0.01
state,North Carolina,0.0101010101010101
world,peace,0.04
room,board,0.0101010101010101
name,mine,0.0306122448979592
world,dying,0.01
game,con,0.01
name,identification,0.0102040816326531
name,nominee,0.0102040816326531
name,,
name,Colin,0.0102040816326531
world,map,0.03
world,la mode,0.01
name,date,0.0204081632653061
year,progression,0.01
eye,pyramid,0.01
word,bit,0.0103092783505155
change,flux,0.01
word,spoken,0.0103092783505155
service,maid,0.01
head,neck,0.0102040816326531
number,phone,0.0404040404040404
thing,crux,0.0102040816326531
minute,teeny,0.01
power,solar,0.01
power,light,0.01
head,beginning,0.0102040816326531
number,fun,0.0101010101010101
word,truth,0.0103092783505155
friend,warm,0.02
head,honcho,0.0102040816326531
work,retired,0.0202020202020202
friend,lover,0.02
level,headed,0.01
child,son,0.04
morning,hate it,0.0101010101010101
area,square footage,0.0101010101010101
issue,important idea,0.01
system,mechanism,0.0101010101010101
line,item,0.03
school,old,0.01
group,individual,0.01
time,waste,0.0101010101010101
group,circle,0.01
kind,considerate,0.01
school,bricks,0.01
month,menses,0.01
country,map,0.01
door,mat,0.01
issue,forth,0.01
back,ward,0.0101010101010101
father,church,0.01
reason,emotion,0.01
life,light,0.0103092783505155
life,awesome,0.0103092783505155
research,project,0.02
point,vector,0.01
level,score,0.01
water,bottle,0.0202020202020202
